epoch,chunk_id,train_loss,train_acc,val_loss,val_acc,learning_rates
8,4,0.0208674480696162,0.5349301397205589,0.0201135683193494,0.6528497409326425,0.0005
8,5,0.019805559762075,0.5329341317365269,0.0190991001653351,0.6010362694300518,0.0005
8,6,0.0156269487994653,0.5724275724275725,0.0185223798137254,0.6010362694300518,0.0005
8,7,0.0176348722894321,0.5644355644355644,0.018321958419365,0.616580310880829,0.0005
8,8,0.0151877762911679,0.6193806193806194,0.0239012817311742,0.7046632124352331,0.0005
8,9,0.0189919649008345,0.5324675324675324,0.0230020675711681,0.5803108808290155,0.0005
8,10,0.0213166201276914,0.5824175824175825,0.0252995392587518,0.5854922279792746,0.0005
9,1,0.0184284964141374,0.5568862275449101,0.0226068714124794,0.6062176165803109,0.0005
9,2,0.0165138362410539,0.6057884231536926,0.0214253612094283,0.694300518134715,0.0005
9,3,0.0179806121972625,0.5518962075848304,0.0185131628930066,0.6269430051813472,0.0005
9,4,0.0175347262974865,0.5528942115768463,0.0210127036969076,0.5595854922279793,0.0005
9,5,0.0179052292490136,0.5838323353293413,0.0226932035402003,0.5492227979274611,0.0005
9,6,0.0190989009861077,0.6023976023976024,0.0164979371396641,0.6373056994818653,0.0005
9,7,0.0154750792162639,0.6153846153846154,0.0225139676819892,0.6580310880829016,0.0005
9,8,0.0140572624405721,0.6183816183816184,0.0205532298139851,0.6839378238341969,0.0005
9,9,0.0176583304684925,0.5514485514485514,0.0522389930668118,0.5958549222797928,0.0005
9,10,0.0185263515091859,0.6113886113886113,0.037581958513649,0.6373056994818653,0.0005
10,1,0.0177773593101434,0.497005988023952,0.0260949628065711,0.5181347150259067,0.0005
10,2,0.0172798490438037,0.5508982035928144,0.027169462766286,0.6994818652849741,0.0005
10,3,0.0223402701701203,0.5149700598802395,0.0253263121233152,0.5699481865284974,0.0005
10,4,0.0188307512045917,0.5499001996007984,0.0190212577349178,0.6010362694300518,0.0005
10,5,0.0174844072083245,0.5778443113772455,0.0201860356574077,0.5544041450777202,0.0005
10,6,0.0203103392499384,0.5224775224775224,0.0182050873357754,0.5492227979274611,0.0005
10,7,0.0180143653577962,0.5534465534465535,0.0272533964182351,0.616580310880829,0.0005
10,8,0.0141326228806099,0.6063936063936064,0.0247270585293519,0.6476683937823834,0.0005
10,9,0.0176176411898938,0.5804195804195804,0.0378877317610632,0.6113989637305699,0.0005
10,10,0.0217764375695994,0.5324675324675324,0.0269898402593894,0.6062176165803109,0.0005
